ID,Name_lang
1,鐵砧
2,織布機
3,熔爐
4,烹飪用火
5,密斯賴爾水晶裂片
6,冬蹄水井
7,雷角水井
8,蠻鬃水井
9,部族之火
10,機械店
11,幽影谷月井
12,星風村月井
13,亞里斯瑞恩月井
14,神諭林地月井
15,風險投資公司機場
16,風險投資公司貨車(藍色)
17,風險投資公司貨車(紅色)
18,NG-5爆裂物(紅色)
19,NG-5爆裂物(藍色)
20,尤基爾之焰
21,梣谷月井
22,海誓祭壇
23,附近的薯塊
43,幽暗城召喚法針
63,薩滿聖地
83,暴風城召喚法陣
103,貧瘠之地召喚法陣
123,明鏡湖瀑布
143,猛禽洞穴
163,薩維亞瀑布
164,外禁錮之石
183,法力裂隙
203,奧格瑪召喚法陣
223,怒鱗噴泉
224,野豬人的水池
225,水質淨化 - 銀松森林
226,靈魂之井
243,月泉神殿
263,辛薩羅祭壇
264,海賊船艙底
283,艾奎尼克斯石碑
303,枯木村
304,沙德拉洛祭壇
323,流沙崗哨水池
343,邪爪之石
363,埃其亞基的巢穴
383,枯樹
403,直升機平臺
423,亞奎門塔斯法陣
424,墮神聖地
443,第一座海潮之池
444,第二座海潮之池
445,第三座海潮之池
446,第四座海潮之池
463,格里什蟲巢孵化室
483,米布隆‧亂齒
503,加基森墓地
523,鐵木森林廢墟
543,黑熔爐
563,葛拉卡盆地
583,七賢之墓
603,平坦的安戈洛岩石
604,蛇頸龍肉塊
623,黑鐵砧
643,格里什異種蠍水晶
644,被污染的月井
663,鍊金實驗室
683,未鑄造的晉升徽印
703,奧伯丁月井
704,黑木熊怪北部篝火
705,壁泉河瀑布
723,火羽山高溫點
743,烏洛克的貢品堆
763,安多哈爾的時光裂隙
783,希洛塔姆之石
803,生命聖火
804,血色十字軍前線營地
805,安多哈爾哨塔
823,通靈學院觀察室
843,加德納爾月井
863,烏米的朋友
883,月井
903,火羽山熔岩湖
923,北山伐木場中間的木箱
943,月夜梟獸之石
944,達隆郡廣場
963,明亮的光束
983,爆裂印記
1003,壁泉河瀑布洞口
1004,鬼霧峰水池
1023,巨型骸骨
1043,雷姆洛斯神殿
1063,汙林圖騰堆
1083,厄運之池
1103,瑪拉頓傳送門
1123,部落占卜之球
1143,東部凹地
1144,西部凹地
1145,落雪墓地
1163,聯盟占卜之球
1164,丹巴達爾庭院
1165,霜狼要塞庭院
1183,落雪墓地
1184,東部凹地
1185,西部凹地
1203,橘色水晶池
1223,奧妮克希亞的烈焰
1243,克羅蘇斯的殘骸
1263,伊莫塔爾之座
1264,黑暗召喚法陣
1283,屍骨儲藏所
1284,恐懼谷的冤魂
1303,鷹巢山城鎮中心
1323,烏瑟之墓的雕像
1324,葛羅的紀念像
1343,帕格漁場
1344,贊札祭壇
1345,南海鎮
1346,格拉卡隆之骨
1347,被遺忘者臭彈
1348,降落場
1349,湍急的漩渦
1350,葛羅納爾的洞穴
1351,煙火發射器
1352,煙花束發射器
