ID,Name_lang,NameAlt_lang,Title_lang,TitleAlt_lang,Classification,CreatureType,CreatureFamily,StartAnimState,DisplayID[0],DisplayID[1],DisplayID[2],DisplayID[3],DisplayProbability[0],DisplayProbability[1],DisplayProbability[2],DisplayProbability[3],AlwaysItem[0],AlwaysItem[1],AlwaysItem[2]
3,食腐者,,,,0,6,0,0,987,0,0,0,1,1,1,1,0,0,0
89,煉獄火,,,,0,3,108,0,87778,0,0,0,1,1,1,1,0,0,0
304,惡魔戰馬,,,,0,3,0,0,2346,0,0,0,1,1,1,1,0,0,0
305,白馬,,,,0,1,0,0,2410,0,0,0,1,1,1,1,0,0,0
416,小鬼,,,,0,3,23,0,64799,0,0,0,1,1,1,1,0,0,0
417,惡魔獵犬,,,,0,3,15,0,113609,0,0,0,1,1,1,1,0,0,0
444,Lord Piglet,,,,0,14,0,0,22938,0,0,0,1,1,1,1,0,0,0
721,兔子,,,,0,8,0,0,328,4626,0,0,1,1,1,1,0,0,0
1748,大領主伯瓦爾‧弗塔根,,,,1,7,0,0,5566,0,0,0,1,1,1,1,2178,143,0
1860,虛無行者,,,,0,3,16,0,113621,0,0,0,1,1,1,1,0,0,0
1863,魅魔,,,,0,3,17,0,77396,0,0,0,1,1,1,1,0,0,0
2671,機械松鼠,,,,0,12,0,0,7937,0,0,0,1,1,1,1,0,0,0
2748,阿札達斯,,遠古石之看守者,,1,5,0,0,5988,0,0,0,1,1,1,1,2557,0,0
3524,幽靈狼,,,,0,1,0,0,1236,0,0,0,1,1,1,1,0,0,0
3771,冷心喚魔者,,,,0,3,0,0,2013,0,0,0,0,0,0,0,0,0,0
3823,幽爪奔跑者,,,,0,1,1,0,802,0,0,0,0,0,0,0,0,0,0
3956,哈克蘭‧月林,,鍊金術供應商,,0,7,0,0,4183,0,0,0,0,0,0,0,0,0,0
4075,老鼠,,,,0,8,0,0,1141,1418,2176,0,2,2,1,1,0,0,0
4274,『吞噬者』芬魯斯,,,,1,1,0,0,20180,0,0,0,0,1,1,1,0,0,0
4275,大法師阿魯高,,,,1,7,0,0,2353,0,0,0,0,1,1,1,6322,0,0
4780,黑山羊,,,,0,1,0,0,2784,0,0,0,1,1,1,1,0,0,0
5198,寒地狼坐騎,,,,0,1,0,0,1166,0,0,0,1,1,1,1,0,0,0
7109,碧火魔僕,,,,0,3,0,0,11334,0,0,0,0,0,0,0,0,0,0
7380,暹羅貓,,,,0,12,0,0,5585,0,0,0,1,1,1,1,0,0,0
7381,銀色虎斑貓,,,,0,12,0,0,5555,0,0,0,1,1,1,1,0,0,0
7382,橘色虎斑貓,,,,0,12,0,0,5554,0,0,0,1,1,1,1,0,0,0
7383,黑色虎斑貓,,,,0,12,0,0,5448,0,0,0,1,1,1,1,0,0,0
7384,柯尼斯捲毛貓,,,,0,12,0,0,5586,0,0,0,1,1,1,1,0,0,0
7385,孟買貓,,,,0,12,0,0,5556,0,0,0,1,1,1,1,0,0,0
7386,白貓,,,,0,12,0,0,9990,0,0,0,1,1,1,1,0,0,0
7387,綠翼鸚鵡,,,,0,12,0,3,5207,0,0,0,1,1,1,1,0,0,0
7388,美冠鸚鵡,,,,0,12,0,3,6189,0,0,0,1,1,1,1,0,0,0
7389,金翼鸚鵡,,,,0,12,0,3,6190,0,0,0,1,1,1,1,0,0,0
7390,紅尾鸚鵡,,,,0,12,0,3,6191,0,0,0,1,1,1,1,0,0,0
7391,藍紫金剛鸚鵡,,,,0,12,0,3,6192,0,0,0,1,1,1,1,0,0,0
7392,草原小雞,,,,0,12,0,0,304,0,0,0,1,1,1,1,0,0,0
7393,白色小雞,,,,0,12,0,0,304,0,0,0,1,1,1,1,0,0,0
7394,灰色小雞,,,,0,12,0,0,5369,0,0,0,1,1,1,1,0,0,0
7395,幽暗城蟑螂,,,,0,12,0,0,2177,0,0,0,1,1,1,1,0,0,0
7543,暗龍寶寶,,,,0,12,0,3,6288,0,0,0,1,1,1,1,0,0,0
7544,紅龍寶寶,,,,0,12,0,3,6290,0,0,0,1,1,1,1,0,0,0
7545,翡翠龍寶寶,,,,0,12,0,3,6291,0,0,0,1,1,1,1,0,0,0
7546,青銅龍寶寶,,,,0,12,0,3,6292,0,0,0,1,1,1,1,0,0,0
7547,藍龍寶寶,,,,0,12,0,3,6293,0,0,0,1,1,1,1,0,0,0
7548,精靈龍寶寶,,,,0,12,303,0,6294,0,0,0,1,1,1,1,0,0,0
7549,樹蛙,,,,0,12,0,0,6295,0,0,0,1,1,1,1,0,0,0
7550,林蛙,,,,0,12,0,0,901,0,0,0,1,1,1,1,0,0,0
7551,藍蛙,,,,0,12,0,0,6296,0,0,0,1,1,1,1,0,0,0
7552,島蛙,,,,0,12,0,0,6297,0,0,0,1,1,1,1,0,0,0
7553,棕色貓頭鷹,,,,0,12,0,3,4615,0,0,0,1,1,1,1,0,0,0
7554,白色貓頭鷹,,,,0,14,0,3,6298,0,0,0,1,1,1,1,0,0,0
7555,黑色貓頭鷹,,,,0,12,0,3,6299,0,0,0,1,1,1,1,0,0,0
7556,黃色貓頭鷹,,,,0,12,0,3,6300,0,0,0,1,1,1,1,0,0,0
7560,白腳兔,,,,0,12,0,0,328,0,0,0,1,1,1,1,0,0,0
7561,白化蛇,,,,0,12,0,0,2955,0,0,0,1,1,1,1,0,0,0
7562,棕色蟒蛇,,,,0,12,0,0,2957,0,0,0,1,1,1,1,0,0,0
7563,藍鱗蛇,,,,0,12,0,0,2956,0,0,0,1,1,1,1,0,0,0
7565,黑色王蛇,,,,0,12,0,0,1206,0,0,0,1,1,1,1,0,0,0
7566,血紋蛇,,,,0,12,0,0,2954,0,0,0,1,1,1,1,0,0,0
7567,赤練蛇,,,,0,12,0,0,6303,0,0,0,1,1,1,1,0,0,0
7568,赤環蛇,,,,0,12,0,0,2954,0,0,0,1,1,1,1,0,0,0
7569,綠色水蛇,,,,0,12,0,0,1986,0,0,0,1,1,1,1,0,0,0
7570,精靈幽光,,,,0,12,0,0,1824,0,0,0,1,1,1,1,0,0,0
7952,祖尼爾,,迅猛龍飼養員,,0,7,0,0,7037,0,0,0,100,0,0,0,6680,0,0
8376,機械小雞,,,,0,12,0,0,7920,0,0,0,1,1,1,1,0,0,0
9656,炸彈寵物,,,,0,12,0,0,8909,0,0,0,1,1,1,1,0,0,0
9657,發條娃娃,,,,0,12,0,0,8910,0,0,0,1,1,1,1,0,0,0
9662,精龍寶寶,,,,0,12,303,3,6294,0,0,0,1,1,1,1,0,0,0
9936,腐化貓,,,,0,12,0,0,9209,0,0,0,1,1,1,1,0,0,0
10259,小座狼,,,,0,12,0,0,9563,9572,0,0,1,0,0,0,0,0,0
10261,燃燒惡魔犬,,,,0,3,0,0,1913,0,0,0,0,0,0,0,0,0,0
10414,縫補憎惡,,,,1,6,0,0,1693,0,0,0,0,1,1,1,0,0,0
10578,波貝,,訓練中的巫醫,,0,7,0,0,9911,0,0,0,100,0,0,0,4993,0,0
10598,煙網小蜘蛛,,,,0,12,0,0,27718,0,0,0,1,1,0,0,0,0,0
11236,紅鸚鵡,,,,0,12,0,3,9554,0,0,0,1,1,1,1,0,0,0
11325,熊貓寶寶,,,,0,12,0,0,10990,0,0,0,1,1,1,1,0,0,0
11326,迷你破壞神,,恐懼之王,,0,12,0,0,10992,0,0,0,1,1,1,1,0,0,0
11327,異化蟲,,,,0,12,0,0,10993,0,0,0,1,1,1,1,0,0,0
11502,拉格納羅斯,,,,1,4,0,0,11121,0,0,0,0,1,1,1,0,0,0
11822,月光林地守望者,月光林地守望者,,,0,7,0,0,11774,11775,11776,11777,25,25,25,25,14475,0,12523
11859,末日守衛,,,,0,3,19,0,64965,0,0,0,0,1,1,1,0,0,0
12222,爬行淤泥怪,,,,1,15,0,0,14350,0,0,0,0,0,0,0,0,0,0
12350,紫色騎乘用迅猛龍,,,,0,1,0,0,6473,0,0,0,1,1,1,1,0,0,0
12419,仿真蟾蜍,,,,0,12,0,0,901,0,0,0,1,1,1,1,0,0,0
14042,雷塔瑪,,莫洛加縛靈者,,0,7,0,0,14193,0,0,0,0,0,0,0,0,0,0
14143,阿里亞,,莫洛加,,0,12,0,0,14192,0,0,0,0,0,0,0,0,0,0
14305,人類孤兒,,,,0,12,0,0,338,0,0,0,0,1,1,1,0,0,0
14421,棕色草原土撥鼠,,,,0,12,0,0,1072,0,0,0,1,1,1,1,0,0,0
14444,獸人孤兒,,,,0,12,0,0,14589,0,0,0,0,1,1,1,0,0,0
14505,恐懼戰馬,,,,0,3,0,0,14554,0,0,0,1,1,1,1,0,0,0
14629,圓頭鉗嘴龜,,,,0,12,0,0,14657,0,0,0,1,1,1,1,0,0,0
14630,硬皮鉗嘴龜,,,,0,12,0,0,14658,0,0,0,1,1,1,1,0,0,0
14631,橄欖綠鉗嘴龜,,,,0,12,0,0,14659,0,0,0,1,1,1,1,0,0,0
14632,鷹喙鉗嘴龜,,,,0,12,0,0,14660,0,0,0,1,1,1,1,0,0,0
14633,白色鉗嘴龜,,,,0,12,0,0,14661,0,0,0,1,1,1,1,0,0,0
14744,霜狼嗥叫者,,,,0,1,0,0,92901,0,0,0,1,1,1,1,0,0,0
14755,綠色小神龍,,,,0,12,0,3,14778,0,0,0,1,1,1,1,0,0,0
14756,紅色小神龍,,,,0,12,0,3,14779,0,0,0,1,1,1,1,0,0,0
14878,小嘓嘓,,,,0,12,0,0,14938,0,0,0,1,1,1,1,0,0,0
15186,莫奇,,,,0,12,0,0,15369,0,0,0,1,1,1,1,0,0,0
15356,藍色小魚人,,,,0,12,0,0,15393,0,0,0,1,1,1,1,0,0,0
15357,紫色小魚人,,,,0,12,0,0,15397,0,0,0,1,1,1,1,0,0,0
15358,樂奇,,,,0,12,0,0,15398,0,0,0,1,1,1,1,0,0,0
15359,粉紅小魚人,,,,0,12,0,0,15396,0,0,0,1,1,1,1,0,0,0
15360,綠色小魚人,,,,0,12,0,0,15394,0,0,0,1,1,1,1,0,0,0
15361,莫基,,,,0,12,0,0,15395,0,0,0,1,1,1,1,0,0,0
15429,噁心的小軟泥怪,,,,0,12,0,0,15436,0,0,0,1,1,1,1,0,0,0
15548,鬼靈骸顱馬,,,,1,6,0,0,16408,0,0,0,0,0,0,0,0,0,0
15661,鯊魚寶寶,,,,0,12,0,0,15595,0,0,0,1,1,1,1,0,0,0
15698,冬天爺爺的助手,,,,0,12,0,0,15660,0,0,0,1,1,1,1,0,0,0
15699,安靜的機械雪人,,,,0,12,0,0,10269,0,0,0,1,1,1,1,0,0,0
15705,冬天爺爺的小助手,,,,0,12,0,0,15663,0,0,0,1,1,1,1,0,0,0
15706,冬天麋鹿,,,,0,12,0,0,15904,0,0,0,1,0,0,0,0,0,0
15710,小雪人,,,,0,12,0,0,13610,0,0,0,0,0,0,0,0,0,0
16069,葛奇,,,,0,12,0,0,15984,0,0,0,1,1,1,1,0,0,0
16085,傳播者,,,,0,12,0,3,15992,0,0,0,1,1,1,1,0,0,0
16445,特奇,,,,0,12,0,0,15398,0,0,0,1,1,1,1,0,0,0
16456,波雷,,,,0,12,0,0,16189,0,0,0,1,1,1,1,0,0,0
16547,史畢迪,,,,0,12,0,0,16259,0,0,0,1,1,1,1,0,0,0
16548,衛葛斯先生,,,,0,12,0,0,27681,0,0,0,1,1,1,1,0,0,0
16549,小老鼠威斯可,,,,0,12,0,0,2176,0,0,0,1,1,1,1,0,0,0
16628,拍賣師卡多利,,,,0,7,0,0,16694,0,0,0,1,1,1,1,0,0,0
16701,仲夏之靈,,,,0,12,0,3,16587,0,0,0,1,1,1,1,0,0,0
16800,大博學者洛摩斯,,,,1,7,0,0,19706,0,0,0,0,1,1,1,29114,0,0
16801,赫杜倫‧亮翼,,銀月城遊俠將軍,,1,7,0,0,19707,0,0,0,0,1,1,1,24324,24324,24326
17026,葛羅‧地獄吼,,戰歌氏族酋長,,1,7,0,0,21575,0,0,0,0,0,0,0,24409,0,0
17252,惡魔守衛,,,,0,3,29,0,64802,0,0,0,1,1,1,1,22199,0,0
17254,艾夏納,,,,0,12,0,0,37949,0,0,0,1,1,1,1,0,0,0
17255,角鷹獸寶寶,,,,0,12,0,3,16943,0,0,0,1,0,0,0,0,0,0
18063,卡爾洛斯,,地獄吼之子,,1,7,0,0,17452,0,0,0,0,0,0,0,23428,23428,0
18075,瑪諾洛斯,,,,1,3,0,0,17469,0,0,0,0,0,0,0,28365,0,0
18377,迅捷紅色蠍尾獅,,,,0,1,0,0,17719,0,0,0,0,0,0,0,0,0,0
18381,虛空幼龍,,,,0,12,0,3,17723,0,0,0,1,1,1,1,0,0,0
18839,魔法喇蛄,,,,0,12,0,0,18269,0,0,0,1,1,1,1,0,0,0
19044,弒龍者戈魯爾,,,,1,5,0,0,18698,0,0,0,0,1,1,1,0,0,0
19622,凱爾薩斯‧逐日者,,血精靈之王,,1,7,0,0,20023,0,0,0,1,1,1,1,0,0,0
19935,索芮朵蜜,,流沙之鱗,,1,2,0,0,20222,0,0,0,0,0,0,0,30441,0,0
20245,小貓先生,,,,0,12,0,0,9989,0,0,0,0,0,0,0,0,0,0
20246,曼寧,,,,0,12,0,0,9990,0,0,0,1,1,1,1,0,0,0
20247,小貓,,,,0,12,0,0,5556,0,0,0,1,1,1,1,0,0,0
20350,科爾蘇加德,,祈倫托,,0,7,0,0,19548,0,0,0,0,0,0,0,0,0,0
20408,法力幼龍鰻,,,,0,12,0,3,19600,0,0,0,1,1,1,1,0,0,0
20472,棕毛兔,,,,0,12,0,0,4626,0,0,0,1,1,1,1,0,0,0
21008,黃蛾,,,,0,12,0,3,19985,0,0,0,1,1,1,1,0,0,0
21009,紅蛾,,,,0,12,0,3,19986,0,0,0,1,1,1,1,0,0,0
21010,藍蛾,,,,0,12,0,3,19987,0,0,0,1,1,1,1,0,0,0
21018,白蛾,,,,0,12,0,3,19999,0,0,0,0,0,0,0,0,0,0
21055,金色小龍鷹,,,,0,12,0,3,20026,0,0,0,1,1,1,1,0,0,0
21056,藍色小龍鷹,,,,0,12,0,3,20029,0,0,0,1,1,1,1,0,0,0
21063,銀色小龍鷹,,,,0,12,0,3,20037,0,0,0,1,1,1,1,0,0,0
21064,紅色小龍鷹,,,,0,12,0,3,20027,0,0,0,1,1,1,1,0,0,0
21076,螢火蟲,,,,0,12,0,3,20042,0,0,0,1,1,1,1,0,0,0
21266,小劫毀者,,,,0,12,0,0,20155,20160,0,0,1,1,0,0,0,0,0
22174,崔古,,,,1,1,0,0,18194,0,0,0,1,1,1,1,0,0,0
22328,玩具蒸汽坦克,,,,0,12,0,0,15382,0,0,0,0,0,0,0,0,0,0
22445,迷你鸚鵡,,,,0,12,0,3,20996,0,0,0,1,1,1,1,0,0,0
22484,塞皮,,,,0,12,0,0,21048,0,0,0,0,0,0,0,0,0,0
22514,白色塔巴克坐騎,,,,0,1,0,0,21076,0,0,0,1,1,1,1,0,0,0
22522,超級索爾,,,,1,7,0,0,4527,0,0,0,1,1,1,1,21679,0,0
22817,血精靈孤兒,,,,0,12,0,0,19315,0,0,0,1,1,1,1,0,0,0
22818,德萊尼孤兒,,,,0,12,0,0,19091,0,0,0,1,1,1,1,0,0,0
22943,鹿角兔,,,,0,12,0,0,22349,0,0,0,1,1,1,1,0,0,0
23114,幸運,,,,0,12,0,0,21304,0,0,0,1,0,0,0,0,0,0
23159,歐庫諾,,灰舌死亡誓言者軍需官,,1,7,0,0,21345,0,0,0,0,1,1,1,14707,0,0
23198,幸運,,,,0,12,0,0,21328,0,0,0,0,0,0,0,0,0,0
23220,希瓦拉刺客,,,,0,3,0,0,21527,0,0,0,0,0,0,0,28133,28133,0
