ID,Name_lang
1,Word of Recall (OLD)
3,Word of Mass Recall (OLD)
4,召回他人之語
5,死亡之觸
7,自殺
11,原古寒冰箭
13,Swim Speed (TEST)
14,抽取法力
17,真言術：盾
24,Major Heal Self (TEST)
25,擊昏
26,Bind Self (TEST)
27,閃金鎮傳送門
31,傳送:閃金鎮
33,傳送:西部荒野
34,傳送:暮色森林
35,傳送:艾爾文森林
45,戰爭踐踏
53,背刺
56,擊昏
59,Normal bow shot (TEST)
65,加速
66,隱形術
71,守禦先鋒
75,自動射擊
77,龜殼
81,閃躲
96,肢解
99,癱瘓咆哮
100,衝鋒
101,摔投
107,格擋
108,Evade (DND)
110,Critter Tracking (INTERNAL)
111,時間之跡
112,Reflect Magic (TEST)
113,冰鍊術
116,寒冰箭
118,變形術
120,冰錐術
122,冰霜新星
126,基爾羅格之眼
130,緩落術
133,火球術
134,火焰之盾
136,治療寵物
139,恢復
172,腐蝕術
184,火焰之盾
196,單手斧
197,雙手斧
198,單手錘
199,雙手錘
200,長柄武器
201,單手劍
202,雙手劍
203,徒手戰鬥
204,防禦
227,法杖
228,變雞術
246,減速術
261,召喚骷髏
264,弓
265,Area Death (TEST)
266,槍械
269,Walk of Fire Trigger (DNC)
339,糾纏根鬚
348,獻祭
355,嘲諷
370,淨魔術
379,大地之盾
408,腎擊
427,傳送:修道院
428,傳送:月溪鎮
430,喝飲料
431,喝飲料
432,喝飲料
433,進食
434,進食
435,進食
436,恢復法力
437,恢復法力
438,恢復法力
439,治療藥水
440,治療藥水
441,治療藥水
442,傳送:北郡修道院
443,傳送:兵營
444,傳送:燈塔
445,傳送:夜色鎮
446,傳送:陵墓
447,傳送:樹人
453,安撫心靈
458,棕馬
459,灰狼
465,虔誠光環
467,荊棘術
468,白馬
470,黑馬
471,褐色馬
472,雜色馬
475,解除詛咒
483,學習
498,聖佑術
512,冰鍊術
514,Scott Test
518,召喚蟲子
522,SPELLDEFENSE (DND)
527,驅淨術
528,驅散魔法
530,Charm (Possess)
546,水上行走
550,消毒術
556,星界傳送
568,秘法爆破
578,黑狼
579,赤狼
580,森林狼
581,冬狼
585,懲擊
586,漸隱術
589,暗言術：痛
596,治療禱言
603,末日
605,精神控制
606,心靈腐蝕
633,聖療術
642,聖盾術
668,通用語
669,獸人語
670,牛頭人語
671,達納蘇斯語
672,矮人語
673,初級防禦
674,雙武器
686,暗影箭
688,召喚小鬼
691,召喚惡魔獵犬
697,召喚虛無行者
698,召喚儀式
700,催眠術
702,虛弱詛咒
703,絞喉
710,放逐術
712,召喚魅魔
720,糾纏
731,糾纏
740,寧靜
742,粉碎
744,毒
745,絲網
746,急救
747,召喚影像
750,鎧甲
755,生命通道
759,召喚法力寶石
768,獵豹形態
772,撕裂
774,回春術
781,逃脫
783,旅行形態
785,充實
799,雙子傳送
800,雙子傳送
802,變形包
804,爆炸蟲
806,熱情
812,法力燃燒週期性效果
813,薩拉斯語
814,龍語
815,惡魔語
816,泰坦語
817,古代語
818,烹飪用火
822,秘法抗性
823,自然抗性
824,騎術:馬
825,騎術:狼
826,騎術:羊
